uf,cargo,turno,instituto,contratante,data_ref,data_divulgacao,campo_inicio,campo_fim,amostra,margem_erro,metodologia,registro_tse,cenario,principal,candidato,partido,slug,percentual,fonte,url,revid
GO,governador,1,Veritá,,2026-07-16,,2026-07-12,2026-07-16,1525,2.5,,,1,1,Marconi Perillo,PSDB,go-gov-marconi-perillo,14.5,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Veritá,,2026-07-16,,2026-07-12,2026-07-16,1525,2.5,,,1,1,Luis Cesar Bueno,PT,go-gov-luis-cesar-bueno,9.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Quaest,,2026-07-28,,2026-07-24,2026-07-28,1104,3.0,,,1,1,Daniel Vilela,MDB,go-gov-daniel-vilela,37.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Quaest,,2026-07-28,,2026-07-24,2026-07-28,1104,3.0,,,1,1,Marconi Perillo,PSDB,go-gov-marconi-perillo,21.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Quaest,,2026-07-28,,2026-07-24,2026-07-28,1104,3.0,,,1,1,Wilder Morais,PL,go-gov-wilder-morais,11.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Quaest,,2026-07-28,,2026-07-24,2026-07-28,1104,3.0,,,1,1,Luis Cesar Bueno,PT,go-gov-luis-cesar-bueno,3.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Directa,,2026-07-31,,2026-07-28,2026-07-31,2000,2.19,,,1,1,Daniel Vilela,MDB,go-gov-daniel-vilela,45.8,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Directa,,2026-07-31,,2026-07-28,2026-07-31,2000,2.19,,,1,1,Marconi Perillo,PSDB,go-gov-marconi-perillo,24.5,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Directa,,2026-07-31,,2026-07-28,2026-07-31,2000,2.19,,,1,1,Wilder Morais,PL,go-gov-wilder-morais,13.1,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Directa,,2026-07-31,,2026-07-28,2026-07-31,2000,2.19,,,1,1,Luis Cesar Bueno,PT,go-gov-luis-cesar-bueno,2.9,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Mais Goiás,Goiás Pesquisas,2026-08-12,,2026-08-10,2026-08-12,1150,2.89,,,1,1,Daniel Vilela,MDB,go-gov-daniel-vilela,37.2,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Mais Goiás,Goiás Pesquisas,2026-08-12,,2026-08-10,2026-08-12,1150,2.89,,,1,1,Wilder Morais,PL,go-gov-wilder-morais,18.9,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Mais Goiás,Goiás Pesquisas,2026-08-12,,2026-08-10,2026-08-12,1150,2.89,,,1,1,Marconi Perillo,PSDB,go-gov-marconi-perillo,18.8,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Mais Goiás,Goiás Pesquisas,2026-08-12,,2026-08-10,2026-08-12,1150,2.89,,,1,1,Luis Cesar Bueno,PT,go-gov-luis-cesar-bueno,9.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Exata GO,,2026-08-15,,2026-08-10,2026-08-15,3200,1.7,,,1,1,Marconi Perillo,PSDB,go-gov-marconi-perillo,36.78,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Exata GO,,2026-08-15,,2026-08-10,2026-08-15,3200,1.7,,,1,1,Daniel Vilela,MDB,go-gov-daniel-vilela,27.75,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Exata GO,,2026-08-15,,2026-08-10,2026-08-15,3200,1.7,,,1,1,Wilder Morais,PL,go-gov-wilder-morais,11.66,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Exata GO,,2026-08-15,,2026-08-10,2026-08-15,3200,1.7,,,1,1,Luis Cesar Bueno,PT,go-gov-luis-cesar-bueno,4.34,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Paraná Pesquisas,,2026-08-17,,2026-08-14,2026-08-17,1240,2.8,,,1,1,Daniel Vilela,MDB,go-gov-daniel-vilela,45.8,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Paraná Pesquisas,,2026-08-17,,2026-08-14,2026-08-17,1240,2.8,,,1,1,Marconi Perillo,PSDB,go-gov-marconi-perillo,24.9,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Paraná Pesquisas,,2026-08-17,,2026-08-14,2026-08-17,1240,2.8,,,1,1,Wilder Morais,PL,go-gov-wilder-morais,13.2,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Paraná Pesquisas,,2026-08-17,,2026-08-14,2026-08-17,1240,2.8,,,1,1,Luis Cesar Bueno,PT,go-gov-luis-cesar-bueno,2.3,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Jovem Pan News,Brasmarket,2026-08-21,,2026-08-20,2026-08-21,1200,2.8,,,1,1,Daniel Vilela,MDB,go-gov-daniel-vilela,44.2,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Jovem Pan News,Brasmarket,2026-08-21,,2026-08-20,2026-08-21,1200,2.8,,,1,1,Marconi Perillo,PSDB,go-gov-marconi-perillo,23.8,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Jovem Pan News,Brasmarket,2026-08-21,,2026-08-20,2026-08-21,1200,2.8,,,1,1,Wilder Morais,PL,go-gov-wilder-morais,13.5,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Jovem Pan News,Brasmarket,2026-08-21,,2026-08-20,2026-08-21,1200,2.8,,,1,1,Luis Cesar Bueno,PT,go-gov-luis-cesar-bueno,2.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Veritá,,2026-08-23,,2026-08-19,2026-08-23,1600,2.0,,,1,1,Daniel Vilela,MDB,go-gov-daniel-vilela,34.5,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Veritá,,2026-08-23,,2026-08-19,2026-08-23,1600,2.0,,,1,1,Wilder Morais,PL,go-gov-wilder-morais,23.3,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Veritá,,2026-08-23,,2026-08-19,2026-08-23,1600,2.0,,,1,1,Marconi Perillo,PSDB,go-gov-marconi-perillo,18.6,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Veritá,,2026-08-23,,2026-08-19,2026-08-23,1600,2.0,,,1,1,Luis Cesar Bueno,PT,go-gov-luis-cesar-bueno,8.4,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Quaest,Genial,2026-08-26,,2026-08-23,2026-08-26,804,3.0,,,1,1,Daniel Vilela,MDB,go-gov-daniel-vilela,37.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Quaest,Genial,2026-08-26,,2026-08-23,2026-08-26,804,3.0,,,1,1,Marconi Perillo,PSDB,go-gov-marconi-perillo,20.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Quaest,Genial,2026-08-26,,2026-08-23,2026-08-26,804,3.0,,,1,1,Wilder Morais,PL,go-gov-wilder-morais,12.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Quaest,Genial,2026-08-26,,2026-08-23,2026-08-26,804,3.0,,,1,1,Luis Cesar Bueno,PT,go-gov-luis-cesar-bueno,4.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,1,Real Time Big Data,Real Time Big Data,2026-08-28,2026-08-28,2026-08-24,2026-08-27,1600,2.0,telefônica,GO-00954/2026,1,1,Daniel Vilela,MDB,go-gov-daniel-vilela,46.0,"números pela compilação da Wikipédia; ficha técnica (registro, modo, contratante) pela Gazeta do Povo",https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/real-time-big-data-governador-senador-goias-agosto-2026/,72908121
GO,governador,1,Real Time Big Data,Real Time Big Data,2026-08-28,2026-08-28,2026-08-24,2026-08-27,1600,2.0,telefônica,GO-00954/2026,1,1,Marconi Perillo,PSDB,go-gov-marconi-perillo,22.0,"números pela compilação da Wikipédia; ficha técnica (registro, modo, contratante) pela Gazeta do Povo",https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/real-time-big-data-governador-senador-goias-agosto-2026/,72908121
GO,governador,1,Real Time Big Data,Real Time Big Data,2026-08-28,2026-08-28,2026-08-24,2026-08-27,1600,2.0,telefônica,GO-00954/2026,1,1,Wilder Morais,PL,go-gov-wilder-morais,17.0,"números pela compilação da Wikipédia; ficha técnica (registro, modo, contratante) pela Gazeta do Povo",https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/real-time-big-data-governador-senador-goias-agosto-2026/,72908121
GO,governador,1,Real Time Big Data,Real Time Big Data,2026-08-28,2026-08-28,2026-08-24,2026-08-27,1600,2.0,telefônica,GO-00954/2026,1,1,Luis Cesar Bueno,PT,go-gov-luis-cesar-bueno,6.0,"números pela compilação da Wikipédia; ficha técnica (registro, modo, contratante) pela Gazeta do Povo",https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/real-time-big-data-governador-senador-goias-agosto-2026/,72908121
GO,governador,2,Real Time Big Data,,2026-03-17,,2026-03-16,2026-03-17,1500,2.0,,,Daniel Vilela × Adriana Accorsi,1,Daniel Vilela,MDB,go-gov-daniel-vilela,52.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-03-17,,2026-03-16,2026-03-17,1500,2.0,,,Daniel Vilela × Adriana Accorsi,1,Adriana Accorsi,PT,,23.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-03-17,,2026-03-16,2026-03-17,1500,2.0,,,Daniel Vilela × Marconi Perillo,1,Daniel Vilela,MDB,go-gov-daniel-vilela,47.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-03-17,,2026-03-16,2026-03-17,1500,2.0,,,Daniel Vilela × Marconi Perillo,1,Marconi Perillo,PSDB,go-gov-marconi-perillo,29.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-03-17,,2026-03-16,2026-03-17,1500,2.0,,,Daniel Vilela × Wilder Morais,1,Daniel Vilela,MDB,go-gov-daniel-vilela,49.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-03-17,,2026-03-16,2026-03-17,1500,2.0,,,Daniel Vilela × Wilder Morais,1,Wilder Morais,PL,go-gov-wilder-morais,25.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Gerp,,2026-04-10,,2026-04-06,2026-04-10,1206,2.88,,,Daniel Vilela × Adriana Accorsi,1,Daniel Vilela,MDB,go-gov-daniel-vilela,68.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Gerp,,2026-04-10,,2026-04-06,2026-04-10,1206,2.88,,,Daniel Vilela × Adriana Accorsi,1,Adriana Accorsi,PT,,17.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Gerp,,2026-04-10,,2026-04-06,2026-04-10,1206,2.88,,,Daniel Vilela × Marconi Perillo,1,Daniel Vilela,MDB,go-gov-daniel-vilela,61.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Gerp,,2026-04-10,,2026-04-06,2026-04-10,1206,2.88,,,Daniel Vilela × Marconi Perillo,1,Marconi Perillo,PSDB,go-gov-marconi-perillo,26.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Gerp,,2026-04-10,,2026-04-06,2026-04-10,1206,2.88,,,Daniel Vilela × Wilder Morais,1,Daniel Vilela,MDB,go-gov-daniel-vilela,64.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Gerp,,2026-04-10,,2026-04-06,2026-04-10,1206,2.88,,,Daniel Vilela × Wilder Morais,1,Wilder Morais,PL,go-gov-wilder-morais,22.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Quaest,Genial,2026-04-28,,2026-04-24,2026-04-28,1104,3.0,,,Daniel Vilela × Marconi Perillo,1,Daniel Vilela,MDB,go-gov-daniel-vilela,46.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Quaest,Genial,2026-04-28,,2026-04-24,2026-04-28,1104,3.0,,,Daniel Vilela × Marconi Perillo,1,Marconi Perillo,PSDB,go-gov-marconi-perillo,37.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Quaest,Genial,2026-04-28,,2026-04-24,2026-04-28,1104,3.0,,,Daniel Vilela × Wilder Morais,1,Daniel Vilela,MDB,go-gov-daniel-vilela,51.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Quaest,Genial,2026-04-28,,2026-04-24,2026-04-28,1104,3.0,,,Daniel Vilela × Wilder Morais,1,Wilder Morais,PL,go-gov-wilder-morais,21.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-05-12,,2026-05-11,2026-05-12,1600,2.0,,,Daniel Vilela × Adriana Accorsi,1,Daniel Vilela,MDB,go-gov-daniel-vilela,55.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-05-12,,2026-05-11,2026-05-12,1600,2.0,,,Daniel Vilela × Adriana Accorsi,1,Adriana Accorsi,PT,,24.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-05-12,,2026-05-11,2026-05-12,1600,2.0,,,Daniel Vilela × Marconi Perillo,1,Daniel Vilela,MDB,go-gov-daniel-vilela,52.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-05-12,,2026-05-11,2026-05-12,1600,2.0,,,Daniel Vilela × Marconi Perillo,1,Marconi Perillo,PSDB,go-gov-marconi-perillo,28.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-05-12,,2026-05-11,2026-05-12,1600,2.0,,,Daniel Vilela × Wilder Morais,1,Daniel Vilela,MDB,go-gov-daniel-vilela,51.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-05-12,,2026-05-11,2026-05-12,1600,2.0,,,Daniel Vilela × Wilder Morais,1,Wilder Morais,PL,go-gov-wilder-morais,27.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-05-12,,2026-05-11,2026-05-12,1600,2.0,,,Marconi Perillo × Adriana Accorsi,1,Marconi Perillo,PSDB,go-gov-marconi-perillo,38.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-05-12,,2026-05-11,2026-05-12,1600,2.0,,,Marconi Perillo × Adriana Accorsi,1,Adriana Accorsi,PT,,27.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-05-12,,2026-05-11,2026-05-12,1600,2.0,,,Wilder Morais × Adriana Accorsi,1,Wilder Morais,PL,go-gov-wilder-morais,35.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-05-12,,2026-05-11,2026-05-12,1600,2.0,,,Wilder Morais × Adriana Accorsi,1,Adriana Accorsi,PT,,27.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-05-12,,2026-05-11,2026-05-12,1600,2.0,,,Wilder Morais × Marconi Perillo,1,Marconi Perillo,PSDB,go-gov-marconi-perillo,36.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-05-12,,2026-05-11,2026-05-12,1600,2.0,,,Wilder Morais × Marconi Perillo,1,Wilder Morais,PL,go-gov-wilder-morais,35.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-07-08,,2026-07-07,2026-07-08,1600,2.0,,,Daniel Vilela × Marconi Perillo,1,Daniel Vilela,MDB,go-gov-daniel-vilela,55.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-07-08,,2026-07-07,2026-07-08,1600,2.0,,,Daniel Vilela × Marconi Perillo,1,Marconi Perillo,PSDB,go-gov-marconi-perillo,29.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-07-08,,2026-07-07,2026-07-08,1000,2.0,,,Daniel Vilela × Wilder Morais,1,Daniel Vilela,MDB,go-gov-daniel-vilela,54.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
GO,governador,2,Real Time Big Data,,2026-07-08,,2026-07-07,2026-07-08,1000,2.0,,,Daniel Vilela × Wilder Morais,1,Wilder Morais,PL,go-gov-wilder-morais,28.0,"Wikipédia (compilação das divulgações), Pesquisas eleitorais para a eleição estadual de 2026 em Goiás",https://pt.wikipedia.org/wiki/Pesquisas_eleitorais_para_a_eleição_estadual_de_2026_em_Goiás,72908121
