uf,cargo,turno,instituto_bruto,campo_inicio,campo_fim,amostra,margem_erro,cenario,candidato,partido,percentual,outros,indecisos,secao,tabela,ordem_col,pagina,revid
RJ,senador,1,Datafolha,2026-08-18,2026-08-21,1204,3.0,1,Hélio Secco,MISSÃO,1.0,11.0,35.0,Senador > 2026 > Agosto - Outubro,5,11,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Datafolha,2026-08-18,2026-08-21,1204,3.0,1,Waguinho,Republicanos,3.0,11.0,35.0,Senador > 2026 > Agosto - Outubro,5,12,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Prefab,2026-07-24,2026-07-29,2000,2.19,1,Benedita da Silva,PT,16.1,8.9,,Senador > 2026 > Junho - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Prefab,2026-07-24,2026-07-29,2000,2.19,1,Marcelo Crivella,Republicanos,10.8,8.9,,Senador > 2026 > Junho - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Prefab,2026-07-24,2026-07-29,2000,2.19,1,Márcio Canella,União,9.4,8.9,,Senador > 2026 > Junho - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Prefab,2026-07-24,2026-07-29,2000,2.19,1,Pedro Paulo,PSD,6.9,8.9,,Senador > 2026 > Junho - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Prefab,2026-07-24,2026-07-29,2000,2.19,1,Carlos Portinho,PL,3.0,8.9,,Senador > 2026 > Junho - Julho,6,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Prefab,2026-07-24,2026-07-29,2000,2.19,1,Monica Benicio,PSOL,3.8,8.9,,Senador > 2026 > Junho - Julho,6,11,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Prefab,2026-07-24,2026-07-29,2000,2.19,1,Mauro Campos,NOVO,3.1,8.9,,Senador > 2026 > Junho - Julho,6,12,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Prefab,2026-07-24,2026-07-29,2000,2.19,1,Hélio Secco,MISSÃO,1.1,8.9,,Senador > 2026 > Junho - Julho,6,13,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Prefab,2026-07-24,2026-07-29,2000,2.19,1,Waguinho,Republicanos,7.3,8.9,,Senador > 2026 > Junho - Julho,6,14,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-07-28,2026-07-30,1600,2.5,1,Benedita da Silva,PT,29.8,8.2,22.2,Senador > 2026 > Junho - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-07-28,2026-07-30,1600,2.5,1,Marcelo Crivella,Republicanos,25.4,8.2,22.2,Senador > 2026 > Junho - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-07-28,2026-07-30,1600,2.5,1,Márcio Canella,União,14.2,8.2,22.2,Senador > 2026 > Junho - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-07-28,2026-07-30,1600,2.5,1,Pedro Paulo,PSD,17.2,8.2,22.2,Senador > 2026 > Junho - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-07-28,2026-07-30,1600,2.5,1,Carlos Portinho,PL,9.2,8.2,22.2,Senador > 2026 > Junho - Julho,6,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-07-28,2026-07-30,1600,2.5,1,Monica Benicio,PSOL,7.2,8.2,22.2,Senador > 2026 > Junho - Julho,6,11,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-07-28,2026-07-30,1600,2.5,1,Mauro Campos,NOVO,5.0,8.2,22.2,Senador > 2026 > Junho - Julho,6,12,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-07-28,2026-07-30,1600,2.5,1,Hélio Secco,MISSÃO,2.6,8.2,22.2,Senador > 2026 > Junho - Julho,6,13,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-07-28,2026-07-30,1600,2.5,1,Waguinho,Republicanos,9.2,8.2,22.2,Senador > 2026 > Junho - Julho,6,14,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-07-23,2026-07-27,2000,2.0,1,Benedita da Silva,PT,14.0,8.0,18.0,Senador > 2026 > Junho - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-07-23,2026-07-27,2000,2.0,1,Marcelo Crivella,Republicanos,17.0,8.0,18.0,Senador > 2026 > Junho - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-07-23,2026-07-27,2000,2.0,1,Márcio Canella,União,10.0,8.0,18.0,Senador > 2026 > Junho - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-07-23,2026-07-27,2000,2.0,1,Pedro Paulo,PSD,13.0,8.0,18.0,Senador > 2026 > Junho - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-07-23,2026-07-27,2000,2.0,1,Carlos Portinho,PL,13.0,8.0,18.0,Senador > 2026 > Junho - Julho,6,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-07-23,2026-07-27,2000,2.0,1,Waguinho,Republicanos,7.0,8.0,18.0,Senador > 2026 > Junho - Julho,6,14,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-07-23,2026-07-27,2000,2.0,2,Benedita da Silva,PT,15.0,8.0,21.0,Senador > 2026 > Junho - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-07-23,2026-07-27,2000,2.0,2,Marcelo Crivella,Republicanos,19.0,8.0,21.0,Senador > 2026 > Junho - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-07-23,2026-07-27,2000,2.0,2,Pedro Paulo,PSD,14.0,8.0,21.0,Senador > 2026 > Junho - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-07-23,2026-07-27,2000,2.0,2,Carlos Portinho,PL,14.0,8.0,21.0,Senador > 2026 > Junho - Julho,6,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-07-23,2026-07-27,2000,2.0,2,Waguinho,Republicanos,9.0,8.0,21.0,Senador > 2026 > Junho - Julho,6,14,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Genial/Quaest,2026-07-21,2026-07-25,1200,3.0,1,Benedita da Silva,PT,11.0,5.0,59.0,Senador > 2026 > Junho - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Genial/Quaest,2026-07-21,2026-07-25,1200,3.0,1,Marcelo Crivella,Republicanos,8.0,5.0,59.0,Senador > 2026 > Junho - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Genial/Quaest,2026-07-21,2026-07-25,1200,3.0,1,Márcio Canella,União,4.0,5.0,59.0,Senador > 2026 > Junho - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Genial/Quaest,2026-07-21,2026-07-25,1200,3.0,1,Pedro Paulo,PSD,3.0,5.0,59.0,Senador > 2026 > Junho - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Genial/Quaest,2026-07-21,2026-07-25,1200,3.0,1,Carlos Portinho,PL,4.0,5.0,59.0,Senador > 2026 > Junho - Julho,6,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Genial/Quaest,2026-07-21,2026-07-25,1200,3.0,1,Monica Benicio,PSOL,3.0,5.0,59.0,Senador > 2026 > Junho - Julho,6,11,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Genial/Quaest,2026-07-21,2026-07-25,1200,3.0,1,Hélio Secco,MISSÃO,0.0,5.0,59.0,Senador > 2026 > Junho - Julho,6,13,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Genial/Quaest,2026-07-21,2026-07-25,1200,3.0,1,Waguinho,Republicanos,3.0,5.0,59.0,Senador > 2026 > Junho - Julho,6,14,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Genial/Quaest,2026-07-21,2026-07-25,1200,3.0,2,Benedita da Silva,PT,12.0,2.0,61.0,Senador > 2026 > Junho - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Genial/Quaest,2026-07-21,2026-07-25,1200,3.0,2,Marcelo Crivella,Republicanos,9.0,2.0,61.0,Senador > 2026 > Junho - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Genial/Quaest,2026-07-21,2026-07-25,1200,3.0,2,Pedro Paulo,PSD,4.0,2.0,61.0,Senador > 2026 > Junho - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Genial/Quaest,2026-07-21,2026-07-25,1200,3.0,2,Carlos Portinho,PL,4.0,2.0,61.0,Senador > 2026 > Junho - Julho,6,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Genial/Quaest,2026-07-21,2026-07-25,1200,3.0,2,Monica Benicio,PSOL,4.0,2.0,61.0,Senador > 2026 > Junho - Julho,6,11,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Genial/Quaest,2026-07-21,2026-07-25,1200,3.0,2,Hélio Secco,MISSÃO,0.0,2.0,61.0,Senador > 2026 > Junho - Julho,6,13,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Genial/Quaest,2026-07-21,2026-07-25,1200,3.0,2,Waguinho,Republicanos,4.0,2.0,61.0,Senador > 2026 > Junho - Julho,6,14,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Prefab Future,2026-06-29,2026-07-02,2500,1.96,1,Benedita da Silva,PT,11.1,9.1,51.0,Senador > 2026 > Junho - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Prefab Future,2026-06-29,2026-07-02,2500,1.96,1,Marcelo Crivella,Republicanos,8.8,9.1,51.0,Senador > 2026 > Junho - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Prefab Future,2026-06-29,2026-07-02,2500,1.96,1,Márcio Canella,União,7.9,9.1,51.0,Senador > 2026 > Junho - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Prefab Future,2026-06-29,2026-07-02,2500,1.96,1,Pedro Paulo,PSD,4.5,9.1,51.0,Senador > 2026 > Junho - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Prefab Future,2026-06-29,2026-07-02,2500,1.96,1,Monica Benicio,PSOL,1.0,9.1,51.0,Senador > 2026 > Junho - Julho,6,11,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Prefab Future,2026-06-29,2026-07-02,2500,1.96,1,Mauro Campos,NOVO,1.5,9.1,51.0,Senador > 2026 > Junho - Julho,6,12,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Prefab Future,2026-06-29,2026-07-02,2500,1.96,1,Hélio Secco,MISSÃO,0.8,9.1,51.0,Senador > 2026 > Junho - Julho,6,13,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Prefab Future,2026-06-29,2026-07-02,2500,1.96,1,Waguinho,Republicanos,4.3,9.1,51.0,Senador > 2026 > Junho - Julho,6,14,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-29,2026-07-01,1600,2.5,1,Benedita da Silva,PT,33.0,,20.5,Senador > 2026 > Junho - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-29,2026-07-01,1600,2.5,1,Marcelo Crivella,Republicanos,25.9,,20.5,Senador > 2026 > Junho - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-29,2026-07-01,1600,2.5,1,Márcio Canella,União,21.9,,20.5,Senador > 2026 > Junho - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-29,2026-07-01,1600,2.5,1,Pedro Paulo,PSD,21.5,,20.5,Senador > 2026 > Junho - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-29,2026-07-01,1600,2.5,1,Carlos Jordy,PL,12.1,,20.5,Senador > 2026 > Junho - Julho,6,9,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-29,2026-07-01,1600,2.5,1,Monica Benicio,PSOL,9.9,,20.5,Senador > 2026 > Junho - Julho,6,11,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-29,2026-07-01,1600,2.5,1,Mauro Campos,NOVO,10.0,,20.5,Senador > 2026 > Junho - Julho,6,12,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-29,2026-07-01,1600,2.5,1,Hélio Secco,MISSÃO,4.9,,20.5,Senador > 2026 > Junho - Julho,6,13,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-29,2026-07-01,1600,2.5,2,Benedita da Silva,PT,34.9,,24.0,Senador > 2026 > Junho - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-29,2026-07-01,1600,2.5,2,Márcio Canella,União,25.3,,24.0,Senador > 2026 > Junho - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-29,2026-07-01,1600,2.5,2,Pedro Paulo,PSD,25.0,,24.0,Senador > 2026 > Junho - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-29,2026-07-01,1600,2.5,2,Carlos Portinho,PL,10.7,,24.0,Senador > 2026 > Junho - Julho,6,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-29,2026-07-01,1600,2.5,2,Monica Benicio,PSOL,12.6,,24.0,Senador > 2026 > Junho - Julho,6,11,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-29,2026-07-01,1600,2.5,2,Mauro Campos,NOVO,12.4,,24.0,Senador > 2026 > Junho - Julho,6,12,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-29,2026-07-01,1600,2.5,2,Hélio Secco,MISSÃO,6.1,,24.0,Senador > 2026 > Junho - Julho,6,13,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-01,2026-06-03,1680,2.4,1,Benedita da Silva,PT,34.2,,21.4,Senador > 2026 > Junho - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-01,2026-06-03,1680,2.4,1,Marcelo Crivella,Republicanos,26.0,,21.4,Senador > 2026 > Junho - Julho,6,6,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-01,2026-06-03,1680,2.4,1,Márcio Canella,União,21.3,,21.4,Senador > 2026 > Junho - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-01,2026-06-03,1680,2.4,1,Pedro Paulo,PSD,20.7,,21.4,Senador > 2026 > Junho - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-01,2026-06-03,1680,2.4,1,Carlos Jordy,PL,10.4,,21.4,Senador > 2026 > Junho - Julho,6,9,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-01,2026-06-03,1680,2.4,1,Monica Benicio,PSOL,11.0,,21.4,Senador > 2026 > Junho - Julho,6,11,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-01,2026-06-03,1680,2.4,1,Mauro Campos,NOVO,9.1,,21.4,Senador > 2026 > Junho - Julho,6,12,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-01,2026-06-03,1680,2.4,1,Hélio Secco,MISSÃO,6.0,,21.4,Senador > 2026 > Junho - Julho,6,13,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-01,2026-06-03,1680,2.4,2,Benedita da Silva,PT,35.9,,23.8,Senador > 2026 > Junho - Julho,6,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-01,2026-06-03,1680,2.4,2,Márcio Canella,União,23.6,,23.8,Senador > 2026 > Junho - Julho,6,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-01,2026-06-03,1680,2.4,2,Pedro Paulo,PSD,22.8,,23.8,Senador > 2026 > Junho - Julho,6,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-01,2026-06-03,1680,2.4,2,Carlos Portinho,PL,8.9,,23.8,Senador > 2026 > Junho - Julho,6,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-01,2026-06-03,1680,2.4,2,Monica Benicio,PSOL,12.2,,23.8,Senador > 2026 > Junho - Julho,6,11,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-01,2026-06-03,1680,2.4,2,Mauro Campos,NOVO,10.7,,23.8,Senador > 2026 > Junho - Julho,6,12,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-01,2026-06-03,1680,2.4,2,Hélio Secco,MISSÃO,6.5,,23.8,Senador > 2026 > Junho - Julho,6,13,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-06-01,2026-06-03,1680,2.4,2,Waguinho,Republicanos,10.2,,23.8,Senador > 2026 > Junho - Julho,6,14,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Veritá,2026-05-04,2026-05-08,2030,2.5,1,Cláudio Castro,PL,32.6,20.0,57.1,Senador > 2026 > Janeiro - Maio,7,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Veritá,2026-05-04,2026-05-08,2030,2.5,1,Rogéria Bolsonaro,PL,17.1,20.0,57.1,Senador > 2026 > Janeiro - Maio,7,6,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Veritá,2026-05-04,2026-05-08,2030,2.5,1,Benedita da Silva,PT,38.6,20.0,57.1,Senador > 2026 > Janeiro - Maio,7,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Veritá,2026-05-04,2026-05-08,2030,2.5,1,Marcelo Crivella,Republicanos,11.6,20.0,57.1,Senador > 2026 > Janeiro - Maio,7,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Veritá,2026-05-04,2026-05-08,2030,2.5,1,Rodrigo Pimentel,Sem partido,8.2,20.0,57.1,Senador > 2026 > Janeiro - Maio,7,9,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Veritá,2026-05-04,2026-05-08,2030,2.5,1,Márcio Canella,União,8.8,20.0,57.1,Senador > 2026 > Janeiro - Maio,7,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Veritá,2026-05-04,2026-05-08,2030,2.5,1,Pedro Paulo,PSD,5.9,20.0,57.1,Senador > 2026 > Janeiro - Maio,7,12,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-04-21,2026-04-26,1680,2.4,1,Cláudio Castro,PL,30.4,8.1,13.2,Senador > 2026 > Janeiro - Maio,7,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-04-21,2026-04-26,1680,2.4,1,Benedita da Silva,PT,30.4,8.1,13.2,Senador > 2026 > Janeiro - Maio,7,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-04-21,2026-04-26,1680,2.4,1,Marcelo Crivella,Republicanos,21.5,8.1,13.2,Senador > 2026 > Janeiro - Maio,7,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-04-21,2026-04-26,1680,2.4,1,Márcio Canella,União,17.1,8.1,13.2,Senador > 2026 > Janeiro - Maio,7,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-04-21,2026-04-26,1680,2.4,1,Pedro Paulo,PSD,19.4,8.1,13.2,Senador > 2026 > Janeiro - Maio,7,12,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-04-21,2026-04-26,1680,2.4,2,Rogéria Bolsonaro,PL,28.1,20.7,23.7,Senador > 2026 > Janeiro - Maio,7,6,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-04-21,2026-04-26,1680,2.4,2,Benedita da Silva,PT,32.3,20.7,23.7,Senador > 2026 > Janeiro - Maio,7,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-04-21,2026-04-26,1680,2.4,2,Márcio Canella,União,19.7,20.7,23.7,Senador > 2026 > Janeiro - Maio,7,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Paraná Pesquisas,2026-04-21,2026-04-26,1680,2.4,2,Pedro Paulo,PSD,20.9,20.7,23.7,Senador > 2026 > Janeiro - Maio,7,12,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Quaest,2026-04-21,2026-04-25,1200,3.0,1,Cláudio Castro,PL,12.0,12.0,52.0,Senador > 2026 > Janeiro - Maio,7,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Quaest,2026-04-21,2026-04-25,1200,3.0,1,Benedita da Silva,PT,10.0,12.0,52.0,Senador > 2026 > Janeiro - Maio,7,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Quaest,2026-04-21,2026-04-25,1200,3.0,1,Marcelo Crivella,Republicanos,6.0,12.0,52.0,Senador > 2026 > Janeiro - Maio,7,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Quaest,2026-04-21,2026-04-25,1200,3.0,1,Márcio Canella,União,4.0,12.0,52.0,Senador > 2026 > Janeiro - Maio,7,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Quaest,2026-04-21,2026-04-25,1200,3.0,1,Pedro Paulo,PSD,1.0,12.0,52.0,Senador > 2026 > Janeiro - Maio,7,12,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Quaest,2026-04-21,2026-04-25,1200,3.0,1,Alessandro Molon,PSB,3.0,12.0,52.0,Senador > 2026 > Janeiro - Maio,7,13,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Quaest,2026-04-21,2026-04-25,1200,3.0,2,Cláudio Castro,PL,12.0,12.0,55.0,Senador > 2026 > Janeiro - Maio,7,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Quaest,2026-04-21,2026-04-25,1200,3.0,2,Benedita da Silva,PT,10.0,12.0,55.0,Senador > 2026 > Janeiro - Maio,7,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Quaest,2026-04-21,2026-04-25,1200,3.0,2,Marcelo Crivella,Republicanos,6.0,12.0,55.0,Senador > 2026 > Janeiro - Maio,7,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Quaest,2026-04-21,2026-04-25,1200,3.0,2,Márcio Canella,União,5.0,12.0,55.0,Senador > 2026 > Janeiro - Maio,7,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
