uf,cargo,turno,instituto_bruto,campo_inicio,campo_fim,amostra,margem_erro,cenario,candidato,partido,percentual,outros,indecisos,secao,tabela,ordem_col,pagina,revid
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,3,Gilson Marques,NOVO,3.0,,24.0,Senador > 2025,7,12,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,3,Vinicius Lummertz,MDB,2.0,,24.0,Senador > 2025,7,13,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,4,Carlos Bolsonaro,PL,21.0,,10.0,Senador > 2025,7,5,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,4,Caroline De Toni,PL,18.0,,10.0,Senador > 2025,7,6,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,4,Esperidião Amin,PP,14.0,,10.0,Senador > 2025,7,7,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,4,Décio Lima,PT,14.0,,10.0,Senador > 2025,7,8,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,4,Tânia Ramos,PSOL,5.0,,10.0,Senador > 2025,7,9,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,4,Carlos Chiodini,MDB,4.0,,10.0,Senador > 2025,7,10,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,4,Clésio Salvaro,PSD,2.0,,10.0,Senador > 2025,7,11,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,4,Gilson Marques,NOVO,2.0,,10.0,Senador > 2025,7,12,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
SC,senador,1,Real Time Big Data,2025-12-02,2025-12-03,1200,3.0,4,Vinicius Lummertz,MDB,1.0,,10.0,Senador > 2025,7,13,Pesquisas eleitorais para a eleição estadual de 2026 em Santa Catarina,72883343
AM,governador,1,Veritá,2026-08-24,2026-08-28,1220,3.0,1,Omar Aziz,PSD,31.0,6.7,,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Veritá,2026-08-24,2026-08-28,1220,3.0,1,Roberto Cidade,UNIÃO,22.4,6.7,,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Veritá,2026-08-24,2026-08-28,1220,3.0,1,Maria do Carmo,PL,29.2,6.7,,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Veritá,2026-08-24,2026-08-28,1220,3.0,1,David Almeida,Avante,10.8,6.7,,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Eficaz,2026-08-24,2026-08-27,1517,3.0,1,Omar Aziz,PSD,24.3,4.8,12.9,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Eficaz,2026-08-24,2026-08-27,1517,3.0,1,Roberto Cidade,UNIÃO,19.7,4.8,12.9,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Eficaz,2026-08-24,2026-08-27,1517,3.0,1,Maria do Carmo,PL,18.4,4.8,12.9,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Eficaz,2026-08-24,2026-08-27,1517,3.0,1,David Almeida,Avante,19.9,4.8,12.9,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Real Time Big Data,2026-08-21,2026-08-25,1600,2.0,1,Omar Aziz,PSD,34.0,5.0,4.0,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Real Time Big Data,2026-08-21,2026-08-25,1600,2.0,1,Roberto Cidade,UNIÃO,22.0,5.0,4.0,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Real Time Big Data,2026-08-21,2026-08-25,1600,2.0,1,Maria do Carmo,PL,21.0,5.0,4.0,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Real Time Big Data,2026-08-21,2026-08-25,1600,2.0,1,David Almeida,Avante,14.0,5.0,4.0,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Genial/Quaest,2026-08-21,2026-08-24,804,3.0,1,Omar Aziz,PSD,26.0,3.0,22.0,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Genial/Quaest,2026-08-21,2026-08-24,804,3.0,1,Roberto Cidade,UNIÃO,18.0,3.0,22.0,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Genial/Quaest,2026-08-21,2026-08-24,804,3.0,1,Maria do Carmo,PL,16.0,3.0,22.0,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Genial/Quaest,2026-08-21,2026-08-24,804,3.0,1,David Almeida,Avante,15.0,3.0,22.0,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Direto ao Ponto,2026-08-19,2026-08-24,1200,3.0,1,Omar Aziz,PSD,26.0,6.0,9.0,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Direto ao Ponto,2026-08-19,2026-08-24,1200,3.0,1,Roberto Cidade,UNIÃO,23.0,6.0,9.0,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Direto ao Ponto,2026-08-19,2026-08-24,1200,3.0,1,Maria do Carmo,PL,19.0,6.0,9.0,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Direto ao Ponto,2026-08-19,2026-08-24,1200,3.0,1,David Almeida,Avante,17.0,6.0,9.0,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Projeta,2026-08-17,2026-08-21,3000,1.9,1,Omar Aziz,PSD,25.72,5.48,14.91,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Projeta,2026-08-17,2026-08-21,3000,1.9,1,Roberto Cidade,UNIÃO,24.0,5.48,14.91,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Projeta,2026-08-17,2026-08-21,3000,1.9,1,Maria do Carmo,PL,14.43,5.48,14.91,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Projeta,2026-08-17,2026-08-21,3000,1.9,1,David Almeida,Avante,15.46,5.48,14.91,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,DMP,2026-08-11,2026-08-14,2000,2.2,1,Omar Aziz,PSD,33.7,2.8,7.9,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,DMP,2026-08-11,2026-08-14,2000,2.2,1,Roberto Cidade,UNIÃO,18.8,2.8,7.9,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,DMP,2026-08-11,2026-08-14,2000,2.2,1,Maria do Carmo,PL,20.6,2.8,7.9,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,DMP,2026-08-11,2026-08-14,2000,2.2,1,David Almeida,Avante,16.3,2.8,7.9,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Veritá,2026-07-28,2026-08-01,1220,3.0,1,Omar Aziz,PSD,27.4,,16.5,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Veritá,2026-07-28,2026-08-01,1220,3.0,1,Roberto Cidade,UNIÃO,15.5,,16.5,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Veritá,2026-07-28,2026-08-01,1220,3.0,1,Maria do Carmo,PL,27.3,,16.5,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Veritá,2026-07-28,2026-08-01,1220,3.0,1,David Almeida,Avante,13.3,,16.5,Primeiro turno (governador) > 2026 > Agosto – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Projeta,2026-07-18,2026-07-23,3000,1.79,1,Omar Aziz,PSD,27.0,,15.8,Primeiro turno (governador) > 2026 > Junho – Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Projeta,2026-07-18,2026-07-23,3000,1.79,1,Maria do Carmo,PL,16.8,,15.8,Primeiro turno (governador) > 2026 > Junho – Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Projeta,2026-07-18,2026-07-23,3000,1.79,1,David Almeida,Avante,17.0,,15.8,Primeiro turno (governador) > 2026 > Junho – Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Projeta,2026-07-18,2026-07-23,3000,1.79,1,Roberto Cidade,UNIÃO,23.4,,15.8,Primeiro turno (governador) > 2026 > Junho – Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Action,2026-07-06,2026-07-10,2685,1.9,1,Omar Aziz,PSD,30.0,,11.0,Primeiro turno (governador) > 2026 > Junho – Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Action,2026-07-06,2026-07-10,2685,1.9,1,Maria do Carmo,PL,21.0,,11.0,Primeiro turno (governador) > 2026 > Junho – Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Action,2026-07-06,2026-07-10,2685,1.9,1,David Almeida,Avante,18.0,,11.0,Primeiro turno (governador) > 2026 > Junho – Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Action,2026-07-06,2026-07-10,2685,1.9,1,Roberto Cidade,UNIÃO,21.0,,11.0,Primeiro turno (governador) > 2026 > Junho – Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Veritá,2026-07-01,2026-07-05,1200,3.0,1,Omar Aziz,PSD,27.2,1.4,14.8,Primeiro turno (governador) > 2026 > Junho – Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Veritá,2026-07-01,2026-07-05,1200,3.0,1,Maria do Carmo,PL,30.4,1.4,14.8,Primeiro turno (governador) > 2026 > Junho – Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Veritá,2026-07-01,2026-07-05,1200,3.0,1,David Almeida,Avante,13.5,1.4,14.8,Primeiro turno (governador) > 2026 > Junho – Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Veritá,2026-07-01,2026-07-05,1200,3.0,1,Roberto Cidade,UNIÃO,12.7,1.4,14.8,Primeiro turno (governador) > 2026 > Junho – Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,DMP,2026-07-01,2026-07-02,1200,2.8,1,Omar Aziz,PSD,33.9,2.3,6.7,Primeiro turno (governador) > 2026 > Junho – Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,DMP,2026-07-01,2026-07-02,1200,2.8,1,Maria do Carmo,PL,18.3,2.3,6.7,Primeiro turno (governador) > 2026 > Junho – Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,DMP,2026-07-01,2026-07-02,1200,2.8,1,David Almeida,Avante,19.8,2.3,6.7,Primeiro turno (governador) > 2026 > Junho – Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,DMP,2026-07-01,2026-07-02,1200,2.8,1,Roberto Cidade,UNIÃO,19.2,2.3,6.7,Primeiro turno (governador) > 2026 > Junho – Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Comunidados,2026-06-23,2026-06-26,1066,3.0,1,Omar Aziz,PSD,33.0,1.0,10.0,Primeiro turno (governador) > 2026 > Junho – Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Comunidados,2026-06-23,2026-06-26,1066,3.0,1,Maria do Carmo,PL,19.0,1.0,10.0,Primeiro turno (governador) > 2026 > Junho – Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Comunidados,2026-06-23,2026-06-26,1066,3.0,1,David Almeida,Avante,19.0,1.0,10.0,Primeiro turno (governador) > 2026 > Junho – Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Comunidados,2026-06-23,2026-06-26,1066,3.0,1,Roberto Cidade,UNIÃO,15.0,1.0,10.0,Primeiro turno (governador) > 2026 > Junho – Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Direto ao Ponto,2026-06-15,2026-06-20,1200,3.0,1,Omar Aziz,PSD,28.0,,12.0,Primeiro turno (governador) > 2026 > Junho – Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Direto ao Ponto,2026-06-15,2026-06-20,1200,3.0,1,Maria do Carmo,PL,20.0,,12.0,Primeiro turno (governador) > 2026 > Junho – Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Direto ao Ponto,2026-06-15,2026-06-20,1200,3.0,1,David Almeida,Avante,21.0,,12.0,Primeiro turno (governador) > 2026 > Junho – Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Direto ao Ponto,2026-06-15,2026-06-20,1200,3.0,1,Roberto Cidade,UNIÃO,19.0,,12.0,Primeiro turno (governador) > 2026 > Junho – Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Imediato/Iveritas,2026-06-02,2026-06-10,1792,3.0,1,Omar Aziz,PSD,26.45,,15.85,Primeiro turno (governador) > 2026 > Junho – Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Imediato/Iveritas,2026-06-02,2026-06-10,1792,3.0,1,Maria do Carmo,PL,21.82,,15.85,Primeiro turno (governador) > 2026 > Junho – Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Imediato/Iveritas,2026-06-02,2026-06-10,1792,3.0,1,David Almeida,Avante,19.81,,15.85,Primeiro turno (governador) > 2026 > Junho – Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Imediato/Iveritas,2026-06-02,2026-06-10,1792,3.0,1,Roberto Cidade,UNIÃO,16.07,,15.85,Primeiro turno (governador) > 2026 > Junho – Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Eficaz,2026-05-31,2026-06-04,1507,3.0,1,Omar Aziz,PSD,25.3,,18.3,Primeiro turno (governador) > 2026 > Junho – Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Eficaz,2026-05-31,2026-06-04,1507,3.0,1,Maria do Carmo,PL,18.8,,18.3,Primeiro turno (governador) > 2026 > Junho – Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Eficaz,2026-05-31,2026-06-04,1507,3.0,1,David Almeida,Avante,19.0,,18.3,Primeiro turno (governador) > 2026 > Junho – Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Eficaz,2026-05-31,2026-06-04,1507,3.0,1,Roberto Cidade,UNIÃO,18.5,,18.3,Primeiro turno (governador) > 2026 > Junho – Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Projeta,2026-05-30,2026-06-04,2996,2.0,1,Omar Aziz,PSD,25.1,,19.2,Primeiro turno (governador) > 2026 > Junho – Julho,2,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Projeta,2026-05-30,2026-06-04,2996,2.0,1,Maria do Carmo,PL,16.2,,19.2,Primeiro turno (governador) > 2026 > Junho – Julho,2,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Projeta,2026-05-30,2026-06-04,2996,2.0,1,David Almeida,Avante,17.1,,19.2,Primeiro turno (governador) > 2026 > Junho – Julho,2,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Projeta,2026-05-30,2026-06-04,2996,2.0,1,Roberto Cidade,UNIÃO,22.4,,19.2,Primeiro turno (governador) > 2026 > Junho – Julho,2,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Pontual,2026-05-12,2026-05-27,3003,1.79,1,Maria do Carmo,PL,20.1,,8.7,Primeiro turno (governador) > 2026 > Janeiro – Maio,3,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Pontual,2026-05-12,2026-05-27,3003,1.79,1,Omar Aziz,PSD,29.1,,8.7,Primeiro turno (governador) > 2026 > Janeiro – Maio,3,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Pontual,2026-05-12,2026-05-27,3003,1.79,1,David Almeida,Avante,20.0,,8.7,Primeiro turno (governador) > 2026 > Janeiro – Maio,3,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Pontual,2026-05-12,2026-05-27,3003,1.79,1,Roberto Cidade,UNIÃO,22.1,,8.7,Primeiro turno (governador) > 2026 > Janeiro – Maio,3,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Veritá,2026-05-22,2026-05-26,1200,3.0,1,Maria do Carmo,PL,41.4,2.4,,Primeiro turno (governador) > 2026 > Janeiro – Maio,3,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Veritá,2026-05-22,2026-05-26,1200,3.0,1,Omar Aziz,PSD,32.6,2.4,,Primeiro turno (governador) > 2026 > Janeiro – Maio,3,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Veritá,2026-05-22,2026-05-26,1200,3.0,1,David Almeida,Avante,12.2,2.4,,Primeiro turno (governador) > 2026 > Janeiro – Maio,3,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Veritá,2026-05-22,2026-05-26,1200,3.0,1,Roberto Cidade,UNIÃO,11.4,2.4,,Primeiro turno (governador) > 2026 > Janeiro – Maio,3,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Ipen/G6,2026-05-17,2026-05-22,1200,2.8,1,Maria do Carmo,PL,17.1,4.7,24.3,Primeiro turno (governador) > 2026 > Janeiro – Maio,3,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Ipen/G6,2026-05-17,2026-05-22,1200,2.8,1,Omar Aziz,PSD,34.6,4.7,24.3,Primeiro turno (governador) > 2026 > Janeiro – Maio,3,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Ipen/G6,2026-05-17,2026-05-22,1200,2.8,1,David Almeida,Avante,19.3,4.7,24.3,Primeiro turno (governador) > 2026 > Janeiro – Maio,3,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Ipen/G6,2026-05-17,2026-05-22,1200,2.8,2,Maria do Carmo,PL,15.6,4.6,19.1,Primeiro turno (governador) > 2026 > Janeiro – Maio,3,5,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Ipen/G6,2026-05-17,2026-05-22,1200,2.8,2,Omar Aziz,PSD,29.8,4.6,19.1,Primeiro turno (governador) > 2026 > Janeiro – Maio,3,6,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Ipen/G6,2026-05-17,2026-05-22,1200,2.8,2,David Almeida,Avante,16.0,4.6,19.1,Primeiro turno (governador) > 2026 > Janeiro – Maio,3,7,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
AM,governador,1,Ipen/G6,2026-05-17,2026-05-22,1200,2.8,2,Roberto Cidade,UNIÃO,14.9,4.6,19.1,Primeiro turno (governador) > 2026 > Janeiro – Maio,3,8,Pesquisas eleitorais para a eleição estadual de 2026 no Amazonas,72900748
