instituto,data_campo_inicio,data_campo_fim,data_divulgacao,metodologia,cenario,candidato,percentual,rejeicao,margem_erro,registro_tse,url,observacao
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 4",Renan Santos,2,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 4: Ratinho Junior como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 4",brancos e nulos,15,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 4: Ratinho Junior como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 4",não sabe,5,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 4: Ratinho Junior como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 5",Aldo Rebelo,2,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 5: Zema como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 5",Flávio Bolsonaro,34,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 5: Zema como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 5",Lula,37,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 5: Zema como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 5",Renan Santos,2,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 5: Zema como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 5",Romeu Zema,3,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 5: Zema como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 5",brancos e nulos,17,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 5: Zema como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 5",não sabe,5,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 5: Zema como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 6",Aldo Rebelo,2,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 6: Caiado como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 6",Flávio Bolsonaro,34,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 6: Caiado como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 6",Lula,36,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 6: Caiado como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 6",Renan Santos,2,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 6: Caiado como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 6",Ronaldo Caiado,4,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 6: Caiado como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 6",brancos e nulos,17,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 6: Caiado como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 6",não sabe,5,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 6: Caiado como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 7",Aldo Rebelo,2,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 7: Eduardo Leite como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 7",Eduardo Leite,3,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 7: Eduardo Leite como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 7",Flávio Bolsonaro,35,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 7: Eduardo Leite como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 7",Lula,36,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 7: Eduardo Leite como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 7",Renan Santos,2,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 7: Eduardo Leite como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 7",brancos e nulos,17,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 7: Eduardo Leite como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004","1º turno, cenário 7",não sabe,5,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,cenário 7: Eduardo Leite como única terceira via
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",2º turno Lula x Aldo Rebelo,Aldo Rebelo,23,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",2º turno Lula x Aldo Rebelo,Lula,44,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",2º turno Lula x Eduardo Leite,Eduardo Leite,26,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",2º turno Lula x Eduardo Leite,Lula,42,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",2º turno Lula x Flávio Bolsonaro,Flávio Bolsonaro,41,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",2º turno Lula x Flávio Bolsonaro,Lula,41,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",2º turno Lula x Ratinho Junior,Lula,42,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",2º turno Lula x Ratinho Junior,Ratinho Junior,33,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",2º turno Lula x Renan Santos,Lula,43,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",2º turno Lula x Renan Santos,Renan Santos,24,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",2º turno Lula x Romeu Zema,Lula,44,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",2º turno Lula x Romeu Zema,Romeu Zema,34,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",2º turno Lula x Ronaldo Caiado,Lula,44,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",2º turno Lula x Ronaldo Caiado,Ronaldo Caiado,32,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",espontânea,Flávio Bolsonaro,10,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",espontânea,Jair Bolsonaro,1,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",espontânea,Lula,18,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",espontânea,não sabe,69,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",espontânea,outros,2,,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",rejeição,Eduardo Leite,,35,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,nome não incluído no cenário principal de 1º turno
Quaest,2026-03-06,2026-03-09,2026-03-11,"presencial, n=2004",rejeição,Ronaldo Caiado,,35,2,BR-05809/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/pesquisa-quaest-presidente-marco-2026/,nome não incluído no cenário principal de 1º turno
AtlasIntel/Bloomberg,2026-03-18,2026-03-23,2026-03-25,"digital (Atlas RDR), n=5028",1º turno,Aldo Rebelo,0.6,,1,BR-04227/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/atlasintel-presidente-marco-2026/,cenário 1
AtlasIntel/Bloomberg,2026-03-18,2026-03-23,2026-03-25,"digital (Atlas RDR), n=5028",1º turno,Flávio Bolsonaro,40.1,,1,BR-04227/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/atlasintel-presidente-marco-2026/,cenário 1
AtlasIntel/Bloomberg,2026-03-18,2026-03-23,2026-03-25,"digital (Atlas RDR), n=5028",1º turno,Lula,45.9,,1,BR-04227/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/atlasintel-presidente-marco-2026/,"AtlasIntel/Bloomberg; contratante AtlasIntel (recursos próprios, R$ 75 mil); recrutamento digital aleatório (Atlas RDR); rejeição não localizada; cenário 1"
AtlasIntel/Bloomberg,2026-03-18,2026-03-23,2026-03-25,"digital (Atlas RDR), n=5028",1º turno,Renan Santos,4.4,,1,BR-04227/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/atlasintel-presidente-marco-2026/,cenário 1
AtlasIntel/Bloomberg,2026-03-18,2026-03-23,2026-03-25,"digital (Atlas RDR), n=5028",1º turno,Romeu Zema,3.1,,1,BR-04227/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/atlasintel-presidente-marco-2026/,cenário 1
AtlasIntel/Bloomberg,2026-03-18,2026-03-23,2026-03-25,"digital (Atlas RDR), n=5028",1º turno,Ronaldo Caiado,3.7,,1,BR-04227/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/atlasintel-presidente-marco-2026/,cenário 1
AtlasIntel/Bloomberg,2026-03-18,2026-03-23,2026-03-25,"digital (Atlas RDR), n=5028",1º turno,brancos e nulos,1.9,,1,BR-04227/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/atlasintel-presidente-marco-2026/,cenário 1
AtlasIntel/Bloomberg,2026-03-18,2026-03-23,2026-03-25,"digital (Atlas RDR), n=5028",1º turno,não sabe,0.3,,1,BR-04227/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/atlasintel-presidente-marco-2026/,cenário 1
AtlasIntel/Bloomberg,2026-03-18,2026-03-23,2026-03-25,"digital (Atlas RDR), n=5028","1º turno, cenário 2",Aldo Rebelo,0.8,,1,BR-04227/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/atlasintel-presidente-marco-2026/,cenário 2: com Eduardo Leite
AtlasIntel/Bloomberg,2026-03-18,2026-03-23,2026-03-25,"digital (Atlas RDR), n=5028","1º turno, cenário 2",Eduardo Leite,1.2,,1,BR-04227/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/atlasintel-presidente-marco-2026/,cenário 2: com Eduardo Leite
AtlasIntel/Bloomberg,2026-03-18,2026-03-23,2026-03-25,"digital (Atlas RDR), n=5028","1º turno, cenário 2",Flávio Bolsonaro,42.4,,1,BR-04227/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/atlasintel-presidente-marco-2026/,cenário 2: com Eduardo Leite
AtlasIntel/Bloomberg,2026-03-18,2026-03-23,2026-03-25,"digital (Atlas RDR), n=5028","1º turno, cenário 2",Lula,45.5,,1,BR-04227/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/atlasintel-presidente-marco-2026/,cenário 2: com Eduardo Leite
