instituto,data_campo_inicio,data_campo_fim,data_divulgacao,metodologia,cenario,candidato,percentual,rejeicao,margem_erro,registro_tse,url,observacao
CNT/MDA,2026-06-11,2026-06-15,2026-06-16,presencial; n=2002; contratante CNT,espontânea,Flávio Bolsonaro,19.8,,2.2,BR-04256/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/cnt-presidente-junho-2026/,
CNT/MDA,2026-06-11,2026-06-15,2026-06-16,presencial; n=2002; contratante CNT,espontânea,Jair Bolsonaro,1.7,,2.2,BR-04256/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/cnt-presidente-junho-2026/,
CNT/MDA,2026-06-11,2026-06-15,2026-06-16,presencial; n=2002; contratante CNT,espontânea,Lula,34.6,,2.2,BR-04256/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/cnt-presidente-junho-2026/,
CNT/MDA,2026-06-11,2026-06-15,2026-06-16,presencial; n=2002; contratante CNT,espontânea,Renan Santos,1.0,,2.2,BR-04256/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/cnt-presidente-junho-2026/,
CNT/MDA,2026-06-11,2026-06-15,2026-06-16,presencial; n=2002; contratante CNT,espontânea,Ronaldo Caiado,1.5,,2.2,BR-04256/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/cnt-presidente-junho-2026/,
CNT/MDA,2026-06-11,2026-06-15,2026-06-16,presencial; n=2002; contratante CNT,espontânea,brancos e nulos,7.0,,2.2,BR-04256/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/cnt-presidente-junho-2026/,
CNT/MDA,2026-06-11,2026-06-15,2026-06-16,presencial; n=2002; contratante CNT,espontânea,não sabe,32.4,,2.2,BR-04256/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/cnt-presidente-junho-2026/,
CNT/MDA,2026-06-11,2026-06-15,2026-06-16,presencial; n=2002; contratante CNT,espontânea,outros,1.8,,2.2,BR-04256/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/cnt-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,1º turno,Augusto Cury,0.9,9.5,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,1º turno,Cabo Daciolo,1.1,14.0,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,1º turno,Flávio Bolsonaro,34.1,43.8,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,1º turno,Joaquim Barbosa,2.1,10.7,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,1º turno,Lula,41.6,43.3,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,1º turno,Renan Santos,2.3,12.8,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,1º turno,Romeu Zema,3.5,14.8,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,1º turno,Ronaldo Caiado,4.5,11.9,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,1º turno,brancos e nulos,6.3,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,1º turno,não sabe,3.7,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,"1º turno, cenário 2",Flávio Bolsonaro,32.8,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,"1º turno, cenário 2",Lula,39.8,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,"1º turno, cenário 2",Renan Santos,3.5,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,"1º turno, cenário 2",Romeu Zema,5.3,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,"1º turno, cenário 2",Ronaldo Caiado,8.5,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,"1º turno, cenário 2",brancos e nulos,7.7,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,"1º turno, cenário 2",não sabe,2.4,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,"1º turno, cenário 3",Lula,42.7,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,cenário sem Flávio
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,"1º turno, cenário 3",Renan Santos,6.1,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,cenário sem Flávio
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,"1º turno, cenário 3",Romeu Zema,13.3,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,cenário sem Flávio
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,"1º turno, cenário 3",Ronaldo Caiado,16.5,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,cenário sem Flávio
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,"1º turno, cenário 3",brancos e nulos,16.4,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,cenário sem Flávio
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,"1º turno, cenário 3",não sabe,5.1,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,cenário sem Flávio
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Flávio Bolsonaro x Fernando Haddad,Fernando Haddad,38.9,25.6,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Flávio Bolsonaro x Fernando Haddad,Flávio Bolsonaro,43.9,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Flávio Bolsonaro x Fernando Haddad,brancos e nulos,15.5,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Flávio Bolsonaro x Fernando Haddad,não sabe,1.7,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Flávio Bolsonaro x Renan Santos,Flávio Bolsonaro,42.0,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Flávio Bolsonaro x Renan Santos,Renan Santos,29.2,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Flávio Bolsonaro x Renan Santos,brancos e nulos,26.8,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Flávio Bolsonaro x Renan Santos,não sabe,2.0,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Flávio Bolsonaro x Romeu Zema,Flávio Bolsonaro,40.5,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Flávio Bolsonaro x Romeu Zema,Romeu Zema,30.3,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Flávio Bolsonaro x Romeu Zema,brancos e nulos,27.2,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Flávio Bolsonaro x Romeu Zema,não sabe,2.0,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Flávio Bolsonaro x Ronaldo Caiado,Flávio Bolsonaro,40.3,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Flávio Bolsonaro x Ronaldo Caiado,Ronaldo Caiado,32.4,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Flávio Bolsonaro x Ronaldo Caiado,brancos e nulos,25.2,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Flávio Bolsonaro x Ronaldo Caiado,não sabe,2.0,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Flávio Bolsonaro,Flávio Bolsonaro,42.9,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Flávio Bolsonaro,Lula,48.1,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Flávio Bolsonaro,brancos e nulos,7.2,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Flávio Bolsonaro,não sabe,1.8,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Michelle Bolsonaro,Lula,48.0,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Michelle Bolsonaro,Michelle Bolsonaro,42.4,30.1,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Michelle Bolsonaro,brancos e nulos,8.1,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Michelle Bolsonaro,não sabe,1.5,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Renan Santos,Lula,48.3,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Renan Santos,Renan Santos,30.8,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Renan Santos,brancos e nulos,16.8,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Renan Santos,não sabe,4.1,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Romeu Zema,Lula,48.5,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Romeu Zema,Romeu Zema,34.9,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Romeu Zema,brancos e nulos,13.3,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Romeu Zema,não sabe,3.3,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Ronaldo Caiado,Lula,45.0,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Ronaldo Caiado,Ronaldo Caiado,36.3,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Ronaldo Caiado,brancos e nulos,14.1,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Ronaldo Caiado,não sabe,4.6,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Tereza Cristina,Lula,48.5,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Tereza Cristina,Tereza Cristina,29.2,12.7,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Tereza Cristina,brancos e nulos,19.2,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Lula x Tereza Cristina,não sabe,3.0,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Ronaldo Caiado x Romeu Zema,Romeu Zema,30.0,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Ronaldo Caiado x Romeu Zema,Ronaldo Caiado,29.7,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Ronaldo Caiado x Romeu Zema,brancos e nulos,34.5,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,2º turno Ronaldo Caiado x Romeu Zema,não sabe,5.8,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,espontânea,Augusto Cury,0.3,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,espontânea,Flávio Bolsonaro,26.0,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,espontânea,Jair Bolsonaro,0.9,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,espontânea,Lula,38.0,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,espontânea,Ratinho Junior,0.2,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,espontânea,Renan Santos,1.8,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,espontânea,Romeu Zema,2.0,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,espontânea,Ronaldo Caiado,1.9,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,espontânea,brancos e nulos,7.1,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,espontânea,não sabe,18.7,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
Futura Inteligência (100% Cidades),2026-06-08,2026-06-12,2026-06-16,n=2000,espontânea,outros,2.8,,2.2,BR-01461/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/futura-inteligencia-presidente-junho-2026/,
American Analytics (Times Brasil),2026-06-11,2026-06-15,2026-06-19,n=2000; contratante Times Brasil Media,1º turno,Flávio Bolsonaro,30,,2.2,BR-09521/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/times-brasil-presidente-junho-2026/,
American Analytics (Times Brasil),2026-06-11,2026-06-15,2026-06-19,n=2000; contratante Times Brasil Media,1º turno,Joaquim Barbosa,2,,2.2,BR-09521/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/times-brasil-presidente-junho-2026/,
American Analytics (Times Brasil),2026-06-11,2026-06-15,2026-06-19,n=2000; contratante Times Brasil Media,1º turno,Lula,38,,2.2,BR-09521/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/times-brasil-presidente-junho-2026/,
American Analytics (Times Brasil),2026-06-11,2026-06-15,2026-06-19,n=2000; contratante Times Brasil Media,1º turno,Renan Santos,3,,2.2,BR-09521/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/times-brasil-presidente-junho-2026/,
American Analytics (Times Brasil),2026-06-11,2026-06-15,2026-06-19,n=2000; contratante Times Brasil Media,1º turno,Romeu Zema,2,,2.2,BR-09521/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/times-brasil-presidente-junho-2026/,
American Analytics (Times Brasil),2026-06-11,2026-06-15,2026-06-19,n=2000; contratante Times Brasil Media,1º turno,Ronaldo Caiado,4,,2.2,BR-09521/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/times-brasil-presidente-junho-2026/,
American Analytics (Times Brasil),2026-06-11,2026-06-15,2026-06-19,n=2000; contratante Times Brasil Media,1º turno,brancos e nulos,8,,2.2,BR-09521/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/times-brasil-presidente-junho-2026/,
American Analytics (Times Brasil),2026-06-11,2026-06-15,2026-06-19,n=2000; contratante Times Brasil Media,1º turno,não sabe,11,,2.2,BR-09521/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/times-brasil-presidente-junho-2026/,
American Analytics (Times Brasil),2026-06-11,2026-06-15,2026-06-19,n=2000; contratante Times Brasil Media,2º turno Lula x Flávio Bolsonaro,Flávio Bolsonaro,40,,2.2,BR-09521/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/times-brasil-presidente-junho-2026/,
American Analytics (Times Brasil),2026-06-11,2026-06-15,2026-06-19,n=2000; contratante Times Brasil Media,2º turno Lula x Flávio Bolsonaro,Lula,45,,2.2,BR-09521/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/times-brasil-presidente-junho-2026/,
American Analytics (Times Brasil),2026-06-11,2026-06-15,2026-06-19,n=2000; contratante Times Brasil Media,2º turno Lula x Flávio Bolsonaro,brancos e nulos,10,,2.2,BR-09521/2026,https://www.gazetadopovo.com.br/eleicoes/2026/pesquisa-eleitoral-2026/times-brasil-presidente-junho-2026/,
